"character_chosen","neow_bonus","neow_cost","ascension_level","winAct3","winHeart","abandon","N"
"Watcher","Transform Card","None",13,44,7,16,255
"Watcher","Transform Card","None",14,35,2,22,261
"Watcher","Transform Card","None",15,46,11,25,264
"Watcher","Transform Card","None",16,28,4,20,211
"Watcher","Transform Card","None",17,30,1,31,227
"Watcher","Transform Card","None",18,12,2,34,235
"Watcher","Transform Card","None",19,19,2,20,197
"Watcher","Transform Card","None",20,76,40,118,717
"Watcher","Transform Two Cards","Curse",1,82,17,33,483
"Watcher","Transform Two Cards","Curse",2,52,7,25,300
"Watcher","Transform Two Cards","Curse",3,45,8,15,215
"Watcher","Transform Two Cards","Curse",4,24,6,19,179
"Watcher","Transform Two Cards","Curse",5,25,3,14,124
"Watcher","Transform Two Cards","Curse",6,20,5,8,121
"Watcher","Transform Two Cards","Curse",7,13,2,16,107
"Watcher","Transform Two Cards","Curse",8,25,0,10,110
"Watcher","Transform Two Cards","Curse",9,13,3,14,90
"Watcher","Transform Two Cards","Curse",10,9,1,12,78
"Watcher","Transform Two Cards","Curse",11,10,0,16,80
"Watcher","Transform Two Cards","Curse",12,7,1,8,59
"Watcher","Transform Two Cards","Curse",13,6,0,12,50
"Watcher","Transform Two Cards","Curse",14,6,0,10,62
"Watcher","Transform Two Cards","Curse",15,12,2,6,64
"Watcher","Transform Two Cards","Curse",16,8,3,9,47
"Watcher","Transform Two Cards","Curse",17,3,1,16,65
"Watcher","Transform Two Cards","Curse",18,6,1,10,55
"Watcher","Transform Two Cards","Curse",19,4,1,14,67
"Watcher","Transform Two Cards","Curse",20,14,7,61,227
"Watcher","Transform Two Cards","No Gold",1,177,46,49,780
"Watcher","Transform Two Cards","No Gold",2,98,25,28,486
"Watcher","Transform Two Cards","No Gold",3,60,13,24,389
"Watcher","Transform Two Cards","No Gold",4,74,15,25,329
"Watcher","Transform Two Cards","No Gold",5,57,11,11,233
"Watcher","Transform Two Cards","No Gold",6,51,10,14,215
"Watcher","Transform Two Cards","No Gold",7,47,8,12,187
"Watcher","Transform Two Cards","No Gold",8,36,7,12,158
"Watcher","Transform Two Cards","No Gold",9,42,10,13,163
"Watcher","Transform Two Cards","No Gold",10,39,10,24,177
"Watcher","Transform Two Cards","No Gold",11,32,9,12,156
"Watcher","Transform Two Cards","No Gold",12,30,6,17,143
"Watcher","Transform Two Cards","No Gold",13,25,4,11,133
"Watcher","Transform Two Cards","No Gold",14,23,3,15,131
"Watcher","Transform Two Cards","No Gold",15,21,9,18,136
"Watcher","Transform Two Cards","No Gold",16,18,1,14,116
"Watcher","Transform Two Cards","No Gold",17,17,2,8,126
"Watcher","Transform Two Cards","No Gold",18,25,3,11,133
"Watcher","Transform Two Cards","No Gold",19,15,2,21,125
"Watcher","Transform Two Cards","No Gold",20,77,39,77,515
"Watcher","Transform Two Cards","Percent Damage",1,125,34,51,610
"Watcher","Transform Two Cards","Percent Damage",2,69,17,24,335
"Watcher","Transform Two Cards","Percent Damage",3,53,12,24,280
"Watcher","Transform Two Cards","Percent Damage",4,52,10,21,266
"Watcher","Transform Two Cards","Percent Damage",5,39,6,12,183
"Watcher","Transform Two Cards","Percent Damage",6,43,12,13,187
"Watcher","Transform Two Cards","Percent Damage",7,38,14,11,143
"Watcher","Transform Two Cards","Percent Damage",8,25,4,6,116
"Watcher","Transform Two Cards","Percent Damage",9,29,7,5,123
"Watcher","Transform Two Cards","Percent Damage",10,16,7,14,119
"Watcher","Transform Two Cards","Percent Damage",11,25,3,12,115
"Watcher","Transform Two Cards","Percent Damage",12,15,4,11,97
"Watcher","Transform Two Cards","Percent Damage",13,21,5,17,89
"Watcher","Transform Two Cards","Percent Damage",14,15,1,6,73
"Watcher","Transform Two Cards","Percent Damage",15,28,5,7,102
"Watcher","Transform Two Cards","Percent Damage",16,11,4,10,72
"Watcher","Transform Two Cards","Percent Damage",17,12,3,13,93
"Watcher","Transform Two Cards","Percent Damage",18,11,1,12,94
"Watcher","Transform Two Cards","Percent Damage",19,8,2,14,89
"Watcher","Transform Two Cards","Percent Damage",20,51,25,62,362
"Watcher","Transform Two Cards","Ten Percent Hp Loss",1,154,45,41,584
"Watcher","Transform Two Cards","Ten Percent Hp Loss",2,59,17,29,337
"Watcher","Transform Two Cards","Ten Percent Hp Loss",3,60,19,18,265
"Watcher","Transform Two Cards","Ten Percent Hp Loss",4,40,6,12,220
"Watcher","Transform Two Cards","Ten Percent Hp Loss",5,37,9,8,181
"Watcher","Transform Two Cards","Ten Percent Hp Loss",6,33,5,17,149
"Watcher","Transform Two Cards","Ten Percent Hp Loss",7,35,8,11,131
"Watcher","Transform Two Cards","Ten Percent Hp Loss",8,30,10,17,128
"Watcher","Transform Two Cards","Ten Percent Hp Loss",9,34,6,10,132
"Watcher","Transform Two Cards","Ten Percent Hp Loss",10,13,3,10,87
"Watcher","Transform Two Cards","Ten Percent Hp Loss",11,25,7,8,126
"Watcher","Transform Two Cards","Ten Percent Hp Loss",12,27,7,5,114
"Watcher","Transform Two Cards","Ten Percent Hp Loss",13,18,5,13,78
"Watcher","Transform Two Cards","Ten Percent Hp Loss",14,16,3,12,85
"Watcher","Transform Two Cards","Ten Percent Hp Loss",15,16,7,11,88
"Watcher","Transform Two Cards","Ten Percent Hp Loss",16,18,4,11,82
"Watcher","Transform Two Cards","Ten Percent Hp Loss",17,19,3,15,90
"Watcher","Transform Two Cards","Ten Percent Hp Loss",18,14,3,12,85
"Watcher","Transform Two Cards","Ten Percent Hp Loss",19,19,5,13,100
"Watcher","Transform Two Cards","Ten Percent Hp Loss",20,67,45,46,378
"Watcher","Twenty Percent Hp Bonus","Curse",1,66,11,6,388
"Watcher","Twenty Percent Hp Bonus","Curse",2,31,2,2,233
"Watcher","Twenty Percent Hp Bonus","Curse",3,13,2,1,137
"Watcher","Twenty Percent Hp Bonus","Curse",4,12,1,1,133
"Watcher","Twenty Percent Hp Bonus","Curse",5,9,0,2,98
"Watcher","Twenty Percent Hp Bonus","Curse",6,13,2,2,70
"Watcher","Twenty Percent Hp Bonus","Curse",7,6,0,0,55
"Watcher","Twenty Percent Hp Bonus","Curse",8,8,1,1,55
"Watcher","Twenty Percent Hp Bonus","Curse",9,7,0,0,54
"Watcher","Twenty Percent Hp Bonus","Curse",10,5,1,0,42
"Watcher","Twenty Percent Hp Bonus","Curse",11,7,0,0,38
"Watcher","Twenty Percent Hp Bonus","Curse",12,3,0,3,34
"Watcher","Twenty Percent Hp Bonus","Curse",13,4,0,3,51
"Watcher","Twenty Percent Hp Bonus","Curse",14,5,2,3,38
"Watcher","Twenty Percent Hp Bonus","Curse",15,0,0,2,27
"Watcher","Twenty Percent Hp Bonus","Curse",16,4,0,2,38
"Watcher","Twenty Percent Hp Bonus","Curse",17,2,0,2,28
"Watcher","Twenty Percent Hp Bonus","Curse",18,2,0,2,38
"Watcher","Twenty Percent Hp Bonus","Curse",19,4,0,2,51
"Watcher","Twenty Percent Hp Bonus","Curse",20,0,0,6,79
"Watcher","Twenty Percent Hp Bonus","No Gold",1,139,31,4,665
"Watcher","Twenty Percent Hp Bonus","No Gold",2,66,11,1,345
"Watcher","Twenty Percent Hp Bonus","No Gold",3,34,2,2,232
"Watcher","Twenty Percent Hp Bonus","No Gold",4,31,2,1,215
"Watcher","Twenty Percent Hp Bonus","No Gold",5,36,4,1,174
"Watcher","Twenty Percent Hp Bonus","No Gold",6,21,2,1,110
"Watcher","Twenty Percent Hp Bonus","No Gold",7,27,2,2,127
"Watcher","Twenty Percent Hp Bonus","No Gold",8,13,3,1,86
"Watcher","Twenty Percent Hp Bonus","No Gold",9,22,4,0,95
"Watcher","Twenty Percent Hp Bonus","No Gold",10,7,2,2,86
"Watcher","Twenty Percent Hp Bonus","No Gold",11,15,2,1,72
"Watcher","Twenty Percent Hp Bonus","No Gold",12,13,0,0,75
"Watcher","Twenty Percent Hp Bonus","No Gold",13,11,1,5,73
"Watcher","Twenty Percent Hp Bonus","No Gold",14,10,0,0,53
"Watcher","Twenty Percent Hp Bonus","No Gold",15,20,4,3,78
"Watcher","Twenty Percent Hp Bonus","No Gold",16,7,0,2,55
"Watcher","Twenty Percent Hp Bonus","No Gold",17,9,4,2,76
"Watcher","Twenty Percent Hp Bonus","No Gold",18,6,1,0,64
"Watcher","Twenty Percent Hp Bonus","No Gold",19,4,0,1,71
"Watcher","Twenty Percent Hp Bonus","No Gold",20,14,5,4,203
"Watcher","Twenty Percent Hp Bonus","Percent Damage",1,139,29,6,668
"Watcher","Twenty Percent Hp Bonus","Percent Damage",2,59,8,2,364
"Watcher","Twenty Percent Hp Bonus","Percent Damage",3,54,6,0,243
"Watcher","Twenty Percent Hp Bonus","Percent Damage",4,29,2,1,204
"Watcher","Twenty Percent Hp Bonus","Percent Damage",5,37,3,1,151
"Watcher","Twenty Percent Hp Bonus","Percent Damage",6,26,4,0,123
"Watcher","Twenty Percent Hp Bonus","Percent Damage",7,15,1,0,87
"Watcher","Twenty Percent Hp Bonus","Percent Damage",8,13,4,1,102
"Watcher","Twenty Percent Hp Bonus","Percent Damage",9,16,2,1,96
"Watcher","Twenty Percent Hp Bonus","Percent Damage",10,14,2,0,87
"Watcher","Twenty Percent Hp Bonus","Percent Damage",11,14,2,1,83
"Watcher","Twenty Percent Hp Bonus","Percent Damage",12,12,0,0,69
"Watcher","Twenty Percent Hp Bonus","Percent Damage",13,14,1,2,74
"Watcher","Twenty Percent Hp Bonus","Percent Damage",14,9,1,3,53
"Watcher","Twenty Percent Hp Bonus","Percent Damage",15,9,1,2,59
"Watcher","Twenty Percent Hp Bonus","Percent Damage",16,14,0,1,50
"Watcher","Twenty Percent Hp Bonus","Percent Damage",17,10,2,1,72
"Watcher","Twenty Percent Hp Bonus","Percent Damage",18,1,0,1,46
"Watcher","Twenty Percent Hp Bonus","Percent Damage",19,3,1,1,66
"Watcher","Twenty Percent Hp Bonus","Percent Damage",20,21,9,5,202
"Watcher","Two Fifty Gold","Curse",1,197,46,9,1051
"Watcher","Two Fifty Gold","Curse",2,111,15,4,646
"Watcher","Two Fifty Gold","Curse",3,96,12,4,461
"Watcher","Two Fifty Gold","Curse",4,73,8,6,457
"Watcher","Two Fifty Gold","Curse",5,55,9,1,322
"Watcher","Two Fifty Gold","Curse",6,46,13,1,272
"Watcher","Two Fifty Gold","Curse",7,33,2,2,253
"Watcher","Two Fifty Gold","Curse",8,41,4,1,215
"Watcher","Two Fifty Gold","Curse",9,29,4,4,197
"Watcher","Two Fifty Gold","Curse",10,37,7,3,192
"Watcher","Two Fifty Gold","Curse",11,34,5,0,205
"Watcher","Two Fifty Gold","Curse",12,27,4,6,178
"Watcher","Two Fifty Gold","Curse",13,24,2,3,162
"Watcher","Two Fifty Gold","Curse",14,19,5,6,129
"Watcher","Two Fifty Gold","Curse",15,24,4,2,165
"Watcher","Two Fifty Gold","Curse",16,19,1,8,138
"Watcher","Two Fifty Gold","Curse",17,16,4,1,146
"Watcher","Two Fifty Gold","Curse",18,13,2,2,129
"Watcher","Two Fifty Gold","Curse",19,11,0,10,172
"Watcher","Two Fifty Gold","Curse",20,51,17,10,535
"Watcher","Two Fifty Gold","Percent Damage",1,260,68,7,1216
"Watcher","Two Fifty Gold","Percent Damage",2,132,26,3,716
"Watcher","Two Fifty Gold","Percent Damage",3,101,21,2,485
"Watcher","Two Fifty Gold","Percent Damage",4,75,13,2,434
"Watcher","Two Fifty Gold","Percent Damage",5,71,12,1,349
"Watcher","Two Fifty Gold","Percent Damage",6,69,9,1,312
"Watcher","Two Fifty Gold","Percent Damage",7,46,9,0,255
"Watcher","Two Fifty Gold","Percent Damage",8,37,6,1,205
"Watcher","Two Fifty Gold","Percent Damage",9,42,8,0,219
"Watcher","Two Fifty Gold","Percent Damage",10,45,6,0,228
"Watcher","Two Fifty Gold","Percent Damage",11,43,7,1,194
"Watcher","Two Fifty Gold","Percent Damage",12,36,10,1,197
"Watcher","Two Fifty Gold","Percent Damage",13,26,4,2,177
"Watcher","Two Fifty Gold","Percent Damage",14,34,10,0,158
"Watcher","Two Fifty Gold","Percent Damage",15,31,2,0,163
"Watcher","Two Fifty Gold","Percent Damage",16,31,7,2,158
"Watcher","Two Fifty Gold","Percent Damage",17,21,2,1,159
"Watcher","Two Fifty Gold","Percent Damage",18,21,3,2,162
"Watcher","Two Fifty Gold","Percent Damage",19,13,2,2,184
"Watcher","Two Fifty Gold","Percent Damage",20,84,45,10,669
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",1,224,62,4,979
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",2,94,22,1,559
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",3,79,11,2,401
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",4,73,12,1,380
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",5,61,18,4,290
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",6,62,6,1,276
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",7,53,13,0,248
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",8,61,10,4,235
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",9,41,7,0,182
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",10,43,8,0,197
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",11,35,11,1,178
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",12,37,7,0,191
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",13,25,4,3,159
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",14,42,8,3,182
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",15,43,9,1,233
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",16,39,4,2,140
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",17,26,5,2,149
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",18,19,5,3,142
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",19,19,1,1,185
"Watcher","Two Fifty Gold","Ten Percent Hp Loss",20,93,63,4,647
"Watcher","Upgrade Card","None",1,883,159,29,4391
"Watcher","Upgrade Card","None",2,476,75,15,2668
"Watcher","Upgrade Card","None",3,317,43,10,1770
"Watcher","Upgrade Card","None",4,269,37,13,1585
"Watcher","Upgrade Card","None",5,263,27,8,1296
"Watcher","Upgrade Card","None",6,198,26,6,979
"Watcher","Upgrade Card","None",7,162,26,8,848
"Watcher","Upgrade Card","None",8,148,19,9,676
"Watcher","Upgrade Card","None",9,143,17,8,647
"Watcher","Upgrade Card","None",10,111,17,6,698
"Watcher","Upgrade Card","None",11,111,17,4,640
"Watcher","Upgrade Card","None",12,110,19,6,588
"Watcher","Upgrade Card","None",13,105,12,9,558
"Watcher","Upgrade Card","None",14,70,13,5,467
"Watcher","Upgrade Card","None",15,72,16,9,472
"Watcher","Upgrade Card","None",16,54,6,7,414
"Watcher","Upgrade Card","None",17,58,7,9,419
"Watcher","Upgrade Card","None",18,44,1,7,480
"Watcher","Upgrade Card","None",19,40,4,5,390
"Watcher","Upgrade Card","None",20,155,80,14,1405
